station     city  email
Radio Elma  Amasya, Turkey    radyoelma@amasyaradyotv.com.tr
Radio Center      Zagorje, Slovenia radiocenter@radiocenter.si
Lgokea Radio      Aleksandrovac, Serbia   info@radioigokea.info
Radyo Nigde FM    Nigde, Turkey     nigdefm@msn.com
Radio Salomon     Ljubljana, Slovenia     studio@radiosalomon.si
Radyo Manavgat    Manavgat, Turkey  info@radyomanavgat.com.tr
Bursa FM    Mudanya, Turkey   pro@sirinmedya.com.tr
Radyo Ogut  Duzce, Turkey     radyo@ogutfm.com
Radyo Sdu   Bilgi, Turkey     radyotv@sdu.edu.tr
Bogaz FM    Çanakkale, Turkey info@bogaz.com.tr
Internet Radio PINGVIN  Belgrade, Serbia  studio@radiopingvin.com
ROCK RADIO SI     Kranj, Slovenia   ziga@rockradio.si
Radio Index Ovcare, Serbia    kontakt@indexradio.com
Radyo Gelibolu    Gelibolu, Turkey  info@radyogelibolu.com
Akdeniz FM  Hatay, Turkey     mazmanmedya@hotmail.com
Radyo Kadirga     Trabzon, Turkey   kadirga@kadirga.com.tr
Korfez FM   Korfez, Turkey    radyokorfezfm@hotmail.com
Kahta FM    Adiyaman, Turkey  kahtafm@hotmail.com
Radio S     Belgrade, Serbia  office@radios.rs
Radyo Nida  Malatya, Turkey   iletisim@radyonida.com
Radio Sid   Sid, Serbia office@radiosid.net
Radio Capodistria Ljubljana, Ljubljana, Slovenia      aljosa.curavic@rtvslo.si
Radio SHARRI      Dragas, Serbia    drejtori@radio-sharri.info
Radyo AK    Edirne, Turkey    radyoakalikutlu@gmail.com
Cool Radio  Belgrade, Serbia  kontakt@coolradio.rs
Radio Secanj      Secanj, Serbia    radiosecanj@beotel.net
Radyo Life  Adapazari, Turkey tugce@radyolife.com
Ema Radio   Bujanovac, Serbia emaradio@ptt.yu
Radio Despotovac  Despotovac, Serbia      offfice@radiodespotovac.com
Gokkusagi Radyo   Tokat, Turkey     ats@radyosinerji.com
Gunes FM    Sivas, Turkey     radyogunesistek@hotmail.com
Kastamonu FM      Kastamonu, Turkey kastamonu105fm@hotmail.com
Radyo Zonguldak   Zonguldak, Turkey info@radyozonguldak.com.tr
Radio Diskos      Aleksandrovac, Serbia   info@diskos.rs
Radio Sajam Novi Sad, Serbia  info@sajam.net
Radyo Dilara      Isparta, Turkey   adyodilara32@hotmail.com
RTVS Radio FM     Banská Bystrica, Slovakia     radiofm@radiofm.sk
Klas FM     Samsun, Turkey    info@klasfmnet.com
Urgup FM    Nevsehir, Turkey  info@urgupfm.com.tr
Radio Kosova e Lirë     Pristina, Serbia  info@radiokosovaelire.com
Stajerski val     Maribor, Slovenia info@stajerskival.si
Tempo FM    Tekirdag, Turkey  info@corlutempofm.com
Radyo 29    Persembe, Turkey  sevdabekcisi@hotmail.com
Batman Süper FM   Batman, Turkey    mehgul72@hotmail.com
Eko Radio   Banja, Serbia     ekoradio@gmail.com
Radio Vladimirci  Majur, Serbia     radiovladimirci@hotmail.com
Radio Halikarnas  Bodrum, Turkey    iletisim@eko.fm
Ars   Ljubljana, Slovenia     ars@rtvslo.si
Radio Patak Valjevo, Serbia   patakradio@ptt.rs
Plus Radio 010    Pirot, Serbia     plusradio010@gmail.com
Marmaris Radyo Ses      Marmaris, Turkey  marmarisses@hotmail.com
Flamingo FM Zonguldak, Turkey radyoflamingo@hotmail.com
Radio Index Bitvrda, Serbia   kontakt@indexradio.com
Radio Slo Koper   Koper, Slovenia   boris.bergant@rtvslo.si
Dost Radyo  Erzincan, Turkey  info@radyodost.com.tr
Radio Aligator - Classic Rock Radio Bratislava, Slovakia    radio@aligator.sk
Yozgat Sorgun FM  Yozgat, Turkey    yozgatsorgunfm66@hotmail.com
Ezgi Radyo  Yesildere, Turkey info@ezgiradyo.net
Urban FM    Pristina, Serbia  jeton@radiourban.fm
Europa 2    Bratislava, Slovakia    info@europa2.sk
Radio Impuls      Metohija, Serbia  radioimpuls@gmail.com
Radio Vrsac Vršac, Serbia     info-sov@vrsac.org.rs
Nigde Tempo FM    Nigde , Turkey    tempo@nigdetempofm.com
Radyo Star  Aksaray, Turkey   radyostarfm94@hotmail.com
Moj Radio   Velenje, Slovenia borut@mojradio.com
Radyo Bay   Merzifon, Turkey  radyobay@radyobay.com
Rádio Lumen Banská Bystrica, Banska Bystrica, Slovakia      lumen@lumen.sk
